query_line,query_text_preview,verse_reference,verse_text_preview,similarity_score
850,"All must see that the effect of this was calculated to weaken our higher claim and to place us at a disadvantage before Haïti and before all the world. ""And now, since the American people have been ma",John 1:8,"He was not that Light, but was sent to bear witness of that Light.",-9.0998
850,"All must see that the effect of this was calculated to weaken our higher claim and to place us at a disadvantage before Haïti and before all the world. ""And now, since the American people have been ma",Philippians 2:26,"For he longed after you all, and was full of heaviness, because that ye had heard that he had been sick.",-9.1073
850,"All must see that the effect of this was calculated to weaken our higher claim and to place us at a disadvantage before Haïti and before all the world. ""And now, since the American people have been ma",Ecclesiastes 7:14,"In the day of prosperity be joyful, but in the day of adversity consider: God also hath set the one over against the other, to the end that man should find nothing after him.",-9.1103
665,The madness of Guiteau was but the exaggerated madness of other men. It is impossible to measure the evil which this craving madness may yet bring upon the country. Any civil-service reform which will,Proverbs 23:20,Be not among winebibbers; among riotous eaters of flesh: 23:21 For the drunkard and the glutton shall come to poverty: and drowsiness shall clothe a man with rags.,-9.1105
364,"It was rather hard, after having enjoyed for so long a time equal social privileges, after dining with persons of great literary, social, political, and religious eminence, and never, during the whole",Isaiah 29:8,"It shall even be as when an hungry man dreameth, and, behold, he eateth; but he awaketh, and his soul is empty: or as when a thirsty man dreameth, and, behold, he drinketh; but he awaketh, and, behold",-9.1163
590,"I regret that my engagements and duties were such that I could not then and there accept his invitation, for I could not doubt the sincerity with which it was given, or fail to see the value of compli",1 Kings 20:29,"And he said, Let me go, I pray thee; for our family hath a sacrifice in the city; and my brother, he hath commanded me to be there: and now, if I have found favour in thine eyes, let me get away, I pr",-9.1276
665,The madness of Guiteau was but the exaggerated madness of other men. It is impossible to measure the evil which this craving madness may yet bring upon the country. Any civil-service reform which will,Hebrews 10:13,From henceforth expecting till his enemies be made his footstool.,-9.1279
850,"All must see that the effect of this was calculated to weaken our higher claim and to place us at a disadvantage before Haïti and before all the world. ""And now, since the American people have been ma",Ecclesiastes 8:17,"Then I beheld all the work of God, that a man cannot find out the work that is done under the sun: because though a man labour to seek it out, yet he shall not find it; yea farther; though a wise man ",-9.1344
590,"I regret that my engagements and duties were such that I could not then and there accept his invitation, for I could not doubt the sincerity with which it was given, or fail to see the value of compli",1 Kings 29:4,"And the princes of the Philistines were wroth with him; and the princes of the Philistines said unto him, Make this fellow return, that he may go again to his place which thou hast appointed him, and ",-9.1968
96,"I may say here that I regard my removal from Col. Lloyd's plantation as one of the most interesting and fortunate events of my life. Viewing it in the light of human likelihoods, it is quite probable ",2 Corinthians 12:18,"I desired Titus, and with him I sent a brother. Did Titus make a gain of you? walked we not in the same spirit? walked we not in the",-9.1972
533,"Not a dollar, not a dime of its millions were loaned by me, or with my approval. The fact is, and all investigation shows it, that I was married to a corpse. The fine building, with its marble counter",Jeremiah 40:4,"And now, behold, I loose thee this day from the chains which were upon thine hand. If it seem good unto thee to come with me into Babylon, come; and I will look well unto thee: but if it seem ill unto",-9.2080
1,"# Chapter_1
IN Talbot County, Eastern Shore, State of Maryland, near Easton, the county town, there is a small district of country, thinly populated, and remarkable for nothing that I know of more tha",2 Corinthians 11:25,"Thrice was I beaten with rods, once was I stoned, thrice I suffered shipwreck, a night and a day I have been in the deep; 11:26 In journeyings often, in perils of waters, in perils of robbers, in peri",-9.2375
364,"It was rather hard, after having enjoyed for so long a time equal social privileges, after dining with persons of great literary, social, political, and religious eminence, and never, during the whole",Judges 16:17,"That he told her all his heart, and said unto her, There hath not come a razor upon mine head; for I have been a Nazarite unto God from my mother’s womb: if I be shaven, then my strength will go from ",-9.2387
665,The madness of Guiteau was but the exaggerated madness of other men. It is impossible to measure the evil which this craving madness may yet bring upon the country. Any civil-service reform which will,Luke 12:48,"But he that knew not, and did commit things worthy of stripes, shall be beaten with few stripes. For unto whomsoever much is given, of him shall be much required: and to whom men have committed much, ",-9.2390
665,The madness of Guiteau was but the exaggerated madness of other men. It is impossible to measure the evil which this craving madness may yet bring upon the country. Any civil-service reform which will,Matthew 8:9,"For I am a man under authority, having soldiers under me: and I say to this man, Go, and he goeth; and to another, Come, and he cometh; and to my servant, Do this, and he doeth it.",-9.2484
1,"# Chapter_1
IN Talbot County, Eastern Shore, State of Maryland, near Easton, the county town, there is a small district of country, thinly populated, and remarkable for nothing that I know of more tha",Isaiah 50:2,"Wherefore, when I came, was there no man? when I called, was there none to answer? Is my hand shortened at all, that it cannot redeem? or have I no power to deliver? behold, at my rebuke I dry up the ",-9.2545
590,"I regret that my engagements and duties were such that I could not then and there accept his invitation, for I could not doubt the sincerity with which it was given, or fail to see the value of compli",Deuteronomy 12:30,"Take heed to thyself that thou be not snared by following them, after that they be destroyed from before thee; and that thou enquire not after their gods, saying, How did these nations serve their god",-9.2917
590,"I regret that my engagements and duties were such that I could not then and there accept his invitation, for I could not doubt the sincerity with which it was given, or fail to see the value of compli",Genesis 27:45,"Until thy brother’s anger turn away from thee, and he forget that which thou hast done to him: then I will send, and fetch thee from thence: why should I be deprived also of you",-9.3109
665,The madness of Guiteau was but the exaggerated madness of other men. It is impossible to measure the evil which this craving madness may yet bring upon the country. Any civil-service reform which will,Matthew 26:24,The Son of man goeth as it is written of him: but woe unto that man by whom the Son of man is betrayed! it had been good for that man if he had not been born.,-9.3220
665,The madness of Guiteau was but the exaggerated madness of other men. It is impossible to measure the evil which this craving madness may yet bring upon the country. Any civil-service reform which will,Mark 14:21,"The Son of man indeed goeth, as it is written of him: but woe to that man by whom the Son of man is betrayed! good were it for that man if he had never been born.",-9.3324
590,"I regret that my engagements and duties were such that I could not then and there accept his invitation, for I could not doubt the sincerity with which it was given, or fail to see the value of compli",1 Kings 25:8,"Ask thy young men, and they will shew thee. Wherefore let the young men find favour in thine eyes: for we come in a good day: give, I pray thee, whatsoever cometh to thine hand unto thy servants, and ",-9.3472
590,"I regret that my engagements and duties were such that I could not then and there accept his invitation, for I could not doubt the sincerity with which it was given, or fail to see the value of compli",Proverbs 23:20,Be not among winebibbers; among riotous eaters of flesh: 23:21 For the drunkard and the glutton shall come to poverty: and drowsiness shall clothe a man with rags.,-9.3709
665,The madness of Guiteau was but the exaggerated madness of other men. It is impossible to measure the evil which this craving madness may yet bring upon the country. Any civil-service reform which will,Proverbs 26:12,Seest thou a man wise in his own conceit? there is more hope of a fool than of him.,-9.4065
187,"There is a better day coming.""
I shall never be able to narrate half the mental experience through which it was my lot to pass, during my stay at Covey's. I was completely wrecked, changed, and bewild",Mark 14:21,"The Son of man indeed goeth, as it is written of him: but woe to that man by whom the Son of man is betrayed! good were it for that man if he had never been born.",-9.4208
187,"There is a better day coming.""
I shall never be able to narrate half the mental experience through which it was my lot to pass, during my stay at Covey's. I was completely wrecked, changed, and bewild",Nahum 1:1,The burden of Nineveh. The book of the vision of Nahum the Elkoshite.,-9.4356
364,"It was rather hard, after having enjoyed for so long a time equal social privileges, after dining with persons of great literary, social, political, and religious eminence, and never, during the whole",Genesis 24:14,"And let it come to pass, that the damsel to whom I shall say, Let down thy pitcher, I pray thee, that I may drink; and she shall say, Drink, and I will give thy camels drink also: let the same be she ",-9.4385
590,"I regret that my engagements and duties were such that I could not then and there accept his invitation, for I could not doubt the sincerity with which it was given, or fail to see the value of compli",Malachi 1:6,"A son honoureth his father, and a servant his master: if then I be a father, where is mine honour? and if I be a master, where is my fear? saith the LORD of hosts unto you, O priests, that despise my",-9.4492
665,The madness of Guiteau was but the exaggerated madness of other men. It is impossible to measure the evil which this craving madness may yet bring upon the country. Any civil-service reform which will,Romans 14:4,"Who art thou that judgest another man’s servant? to his own master he standeth or falleth. Yea, he shall be holden up: for God is able to make him stand.",-9.4578
850,"All must see that the effect of this was calculated to weaken our higher claim and to place us at a disadvantage before Haïti and before all the world. ""And now, since the American people have been ma",1 Peter 5:5,"Likewise, ye younger, submit yourselves unto the elder. Yea, all of you be subject one to another, and be clothed with humility: for God resisteth the proud, and giveth grace to the humble.",-9.4656
1,"# Chapter_1
IN Talbot County, Eastern Shore, State of Maryland, near Easton, the county town, there is a small district of country, thinly populated, and remarkable for nothing that I know of more tha",Ezra 7:4,The son of,-9.5198
1,"# Chapter_1
IN Talbot County, Eastern Shore, State of Maryland, near Easton, the county town, there is a small district of country, thinly populated, and remarkable for nothing that I know of more tha",Deuteronomy 8:15,"Who led thee through that great and terrible wilderness, wherein were fiery serpents, and scorpions, and drought, where there was no water; who brought thee",-9.5202
1,"# Chapter_1
IN Talbot County, Eastern Shore, State of Maryland, near Easton, the county town, there is a small district of country, thinly populated, and remarkable for nothing that I know of more tha",Genesis 47:19,"Wherefore shall we die before thine eyes, both we and our land? buy us and our land for bread, and we and our land will be servants unto Pharaoh: and give us seed, that we may live, and not die, that ",-9.6246
590,"I regret that my engagements and duties were such that I could not then and there accept his invitation, for I could not doubt the sincerity with which it was given, or fail to see the value of compli",2 Corinthians 12:18,"I desired Titus, and with him I sent a brother. Did Titus make a gain of you? walked we not in the same spirit? walked we not in the",-9.6716
1,"# Chapter_1
IN Talbot County, Eastern Shore, State of Maryland, near Easton, the county town, there is a small district of country, thinly populated, and remarkable for nothing that I know of more tha",Jeremiah 8:19,Behold the voice of the cry of the daughter of my people because of them that dwell in a far country: Is not the LORD in Zion? is not her king in her? Why have they provoked me to anger with their gra,-9.7147
1,"# Chapter_1
IN Talbot County, Eastern Shore, State of Maryland, near Easton, the county town, there is a small district of country, thinly populated, and remarkable for nothing that I know of more tha",2 Chronicles 29:13,"And of the sons of Elizaphan; Shimri, and Jeiel: and of the sons",-9.7230
1,"# Chapter_1
IN Talbot County, Eastern Shore, State of Maryland, near Easton, the county town, there is a small district of country, thinly populated, and remarkable for nothing that I know of more tha",Ecclesiastes 10:16,"Woe to thee, O land, when thy king is a child, and thy princes",-9.7673
1,"# Chapter_1
IN Talbot County, Eastern Shore, State of Maryland, near Easton, the county town, there is a small district of country, thinly populated, and remarkable for nothing that I know of more tha",Mark 14:21,"The Son of man indeed goeth, as it is written of him: but woe to that man by whom the Son of man is betrayed! good were it for that man if he had never been born.",-9.8562
1,"# Chapter_1
IN Talbot County, Eastern Shore, State of Maryland, near Easton, the county town, there is a small district of country, thinly populated, and remarkable for nothing that I know of more tha",Hosea 1:2,"The beginning of the word of the LORD by Hosea. And the LORD said to Hosea, Go, take unto thee a wife of whoredoms and children of whoredoms: for the land hath committed great whoredom, departing from",-9.8605
